search_year,rank,movie_code,movie_name,open_date,sales_amount,sales_share,audience_count,screen_count,nation,movie_type,final_base_year_month,crawled_at
2005,15,20050110,연애의 목적,2005-06-10,0,0.0,1735977,75,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,16,20050049,주먹이 운다(Crying Fist),2005-04-01,0,0.0,1728477,71,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,17,20050330,작업의 정석,2005-12-21,0,0.0,1672862,75,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,18,20050064,간 큰 가족,2005-06-09,0,0.0,1593038,75,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,19,20050261,야수와 미녀,2005-10-27,0,0.0,1561282,54,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,20,20050008,B형 남자친구,2005-02-03,0,0.0,1485454,47,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,21,20050135,분홍신,2005-06-30,0,0.0,1371122,54,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,22,20050017,달콤한 인생,2005-04-01,0,0.0,1271595,82,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,23,20050280,미스터 소크라테스,2005-11-10,0,0.0,1261965,52,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,24,20050141,천군,2005-07-15,0,0.0,1232992,58,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,25,20050216,형사 Duelist,2005-09-08,0,0.0,1203146,88,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,26,20050011,파송송 계란탁,2005-02-18,0,0.0,1193150,48,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,27,20040774,몽정기2,2005-01-14,0,0.0,1188815,41,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,28,20050083,연애술사,2005-05-20,0,0.0,1163274,55,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,29,20050045,"안녕, 형아",2005-05-27,0,0.0,1143136,45,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,30,20050007,그때 그 사람들,2005-02-03,0,0.0,1083962,45,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,31,20050256,새드무비,2005-10-20,0,0.0,1066765,87,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,32,20050046,남극일기,2005-05-19,0,0.0,1057311,78,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,33,20050233,강력 3반,2005-09-29,0,0.0,989573,41,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,34,20050271,오로라 공주,2005-10-27,0,0.0,946372,47,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,35,20050333,왕의 남자,2005-12-29,0,0.0,841496,79,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,36,20050189,"이대로, 죽을 순 없다(Short Time)",2005-08-18,0,0.0,838419,42,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,37,20050220,외출,2005-09-07,0,0.0,809191,78,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,38,20050305,나의 결혼원정기,2005-11-23,0,0.0,767657,76,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,39,20050318,6월의 일기,2005-12-01,0,0.0,697980,46,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,40,20050288,무영검,2005-11-18,0,0.0,609852,79,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,41,20040772,역전의 명수,2005-04-15,0,0.0,602078,61,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,42,20050160,가발,2005-08-12,0,0.0,545591,48,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,43,20040775,키다리 아저씨,2005-01-14,0,0.0,528817,43,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,44,20050142,여고괴담 4 : 목소리,2005-07-15,0,0.0,508319,49,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,45,20050237,미스터 주부퀴즈왕,2005-09-30,0,0.0,413157,52,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,46,20050276,"사랑해, 말순씨",2005-11-03,0,0.0,406526,44,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,47,20050332,파랑주의보,2005-12-22,0,0.0,321404,34,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,48,20040750,신석기 블루스,2004-12-30,0,0.0,311869,33,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,49,20040793,"제니, 주노",2005-02-18,0,0.0,289829,29,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2005,50,20050342,청연,2005-12-29,0,0.0,259953,49,한국,전체,2026/03,2026-05-28T11:10:46.978549+00:00
2006,1,20060151,괴물,2006-07-27,0,0.0,13019740,167,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,2,20050333,왕의 남자,2005-12-29,0,0.0,11461335,94,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,3,20060277,타짜,2006-09-28,0,0.0,6847777,147,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,4,20050363,투사부일체,2006-01-19,0,0.0,6105431,93,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,5,20060147,한반도,2006-07-13,0,0.0,3880308,126,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,6,20060387,미녀는 괴로워,2006-12-14,0,0.0,3561866,93,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,7,20060257,가문의 부활 - 가문의 영광3,2006-09-21,0,0.0,3464516,114,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,8,20060244,우리들의 행복한 시간,2006-09-14,0,0.0,3132320,118,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,9,20050355,음란서생,2006-02-23,0,0.0,2576022,84,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,10,20060005,맨발의 기봉이,2006-04-26,0,0.0,2347311,71,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,11,20060068,"달콤, 살벌한 연인",2006-04-06,0,0.0,2286745,60,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,12,20060100,사생결단,2006-04-27,0,0.0,2104716,78,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,13,20060051,청춘만화,2006-03-23,0,0.0,2066354,86,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,14,20060137,비열한 거리,2006-06-15,0,0.0,2047808,82,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,15,20060284,라디오 스타,2006-09-28,0,0.0,1879501,72,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,16,20060019,구세주,2006-02-16,0,0.0,1858668,54,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,17,20060017,흡혈형사 나도열,2006-02-09,0,0.0,1824822,70,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,18,20060292,거룩한 계보,2006-10-19,0,0.0,1744677,94,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,19,20060353,해바라기,2006-11-23,0,0.0,1543429,64,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,20,20050349,홀리데이,2006-01-19,0,0.0,1458896,42,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,21,20060214,각설탕,2006-08-10,0,0.0,1446820,65,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,22,20060370,중천,2006-12-21,0,0.0,1333630,87,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,23,20050346,싸움의 기술,2006-01-05,0,0.0,1313727,54,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,24,20060134,짝패,2006-05-25,0,0.0,1196520,50,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,25,20060157,아랑,2006-06-28,0,0.0,1122399,46,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,26,20060279,마음이...,2006-10-26,0,0.0,1042166,66,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,27,20050350,데이지,2006-03-09,0,0.0,1023096,90,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,28,20050345,야수,2006-01-12,0,0.0,1016152,87,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,29,20060225,예의없는 것들,2006-08-24,0,0.0,904802,52,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,30,20060046,방과후 옥상,2006-03-16,0,0.0,891417,44,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,31,20060356,싸이보그지만 괜찮아,2006-12-07,0,0.0,737165,72,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,32,20060369,Mr.로빈 꼬시기,2006-12-07,0,0.0,730443,69,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,33,20060288,가을로,2006-10-26,0,0.0,707820,69,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,34,20050344,여교수의 은밀한 매력,2006-03-16,0,0.0,691735,64,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,35,20060222,천하장사 마돈나,2006-08-31,0,0.0,678930,48,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,36,20050330,작업의 정석,2005-12-21,0,0.0,669370,64,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,37,20060242,"연애, 그 참을 수 없는 가벼움",2006-09-07,0,0.0,668104,55,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,38,20060224,신데렐라,2006-08-17,0,0.0,659122,45,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,39,20060357,조폭마누라3,2006-12-28,0,0.0,650617,71,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,40,20060160,아파트,2006-07-06,0,0.0,644893,58,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,41,20060015,백만장자의 첫사랑,2006-02-09,0,0.0,639596,53,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,42,20060210,스승의 은혜,2006-08-03,0,0.0,629452,36,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,43,20060283,애정결핍이 두 남자에게 미치는 영향,2006-11-16,0,0.0,593277,51,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,44,20060261,열혈남아,2006-11-09,0,0.0,570059,58,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,45,20060218,다세포소녀,2006-08-10,0,0.0,561803,50,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,46,20060396,올드미스다이어리,2006-12-21,0,0.0,557272,39,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,47,20060316,사랑 따윈 필요 없어,2006-11-09,0,0.0,548998,75,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,48,20060124,호로비츠를 위하여,2006-05-25,0,0.0,544656,55,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,49,20050354,사랑을 놓치다,2006-01-26,0,0.0,529138,44,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2006,50,20060229,아이스케키,2006-08-24,0,0.0,516492,47,한국,전체,2026/03,2026-05-28T11:10:47.437384+00:00
2007,1,20070316,디워,2007-08-01,0,0.0,8426973,148,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,2,20070209,화려한 휴가,2007-07-25,0,0.0,7307993,116,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,3,20070015,그놈 목소리,2007-02-01,0,0.0,3143247,110,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,4,20060387,미녀는 괴로워,2006-12-14,0,0.0,3057632,93,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,5,20070435,식객,2007-11-01,0,0.0,3037690,88,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,6,20070014,1번가의 기적,2007-02-14,0,0.0,2750457,80,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,7,20070104,극락도 살인사건,2007-04-12,0,0.0,2259511,85,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,8,20070434,바르게 살자,2007-10-18,0,0.0,2190250,79,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,9,20070441,사랑,2007-09-19,0,0.0,2123815,78,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,10,20070466,세븐 데이즈,2007-11-14,0,0.0,2108439,297,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,11,20060421,바람피기 좋은 날,2007-02-08,0,0.0,1847875,95,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,12,20070637,색즉시공 시즌2,2007-12-12,0,0.0,1787119,89,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,13,20070115,밀양,2007-05-23,0,0.0,1710364,83,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,14,20070421,권순분여사 납치사건,2007-09-12,0,0.0,1619190,86,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,15,20070020,복면달호,2007-02-14,0,0.0,1611192,64,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,16,20060407,마파도2,2007-01-18,0,0.0,1560297,66,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,17,20070497,궁녀,2007-10-18,0,0.0,1438531,83,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,18,20070205,검은 집,2007-06-21,0,0.0,1408882,71,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,19,20060412,허브,2007-01-11,0,0.0,1406199,57,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,20,20070089,만남의 광장,2007-08-15,0,0.0,1306434,52,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,21,20070151,못말리는 결혼,2007-05-10,0,0.0,1304431,70,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,22,20060417,최강로맨스,2007-01-25,0,0.0,1299274,51,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,23,20070128,황진이,2007-06-06,0,0.0,1270644,106,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,24,20070084,이장과 군수,2007-03-29,0,0.0,1269142,65,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,25,20070380,즐거운 인생,2007-09-13,0,0.0,1263835,82,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,26,20070433,행복,2007-10-03,0,0.0,1239789,89,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,27,20070367,지금 사랑하는 사람과 살고 있습니까?,2007-08-15,0,0.0,1095119,76,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,28,20060357,조폭마누라3,2006-12-28,0,0.0,1039848,71,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,29,20070072,우아한 세계,2007-04-05,0,0.0,1025781,103,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,30,20070021,김관장 대 김관장 대 김관장,2007-02-08,0,0.0,1025618,76,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,31,20070383,상사부일체,2007-09-19,0,0.0,947510,64,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,32,20070381,마이 파더,2007-09-06,0,0.0,902090,83,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,33,20070639,내 사랑,2007-12-18,0,0.0,815023,56,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,34,20070379,두 얼굴의 여친,2007-09-13,0,0.0,762112,80,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,35,19770022,로보트 태권 V,1977-04-08,0,0.0,705207,35,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,36,20070262,기담,2007-08-01,0,0.0,678546,40,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,37,20070289,리턴,2007-08-08,0,0.0,677939,50,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,38,20070250,해부학 교실,2007-07-11,0,0.0,622400,47,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,39,20070097,동갑내기 과외하기 레슨 2,2007-04-19,0,0.0,566498,48,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,40,20070640,용의주도 미스신,2007-12-18,0,0.0,552825,41,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,41,20060425,사랑방 선수와 어머니,2007-08-08,0,0.0,541236,51,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,42,20070111,아들,2007-05-01,0,0.0,488221,62,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,43,20060408,천년여우 여우비,2007-01-25,0,0.0,482988,25,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,44,20070107,내 생애 최악의 남자,2007-08-30,0,0.0,470548,58,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,45,20070450,엠,2007-10-25,0,0.0,448350,89,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,46,20060230,전설의 고향,2007-05-23,0,0.0,402117,40,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,47,20070110,날아라 허동구,2007-04-26,0,0.0,396811,60,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,48,20070610,싸움,2007-12-12,0,0.0,381282,76,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,49,20072520,우리 동네,2007-11-29,,0.0,377591,51,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2007,50,20060420,쏜다,2007-03-14,0,0.0,365684,45,한국,전체,2026/03,2026-05-28T11:10:47.944117+00:00
2008,1,20072152,"좋은 놈, 나쁜 놈, 이상한 놈 ",2008-07-17,43761835333,10.9,6685988,825,한국,전체,2026/03,2026-05-28T11:10:48.453805+00:00
2008,2,20080046,추격자,2008-02-14,33943278500,8.5,5071619,435,한국,전체,2026/03,2026-05-28T11:10:48.453805+00:00
2008,3,20081672,과속스캔들,2008-12-03,28454039333,7.1,4353173,405,한국,전체,2026/03,2026-05-28T11:10:48.453805+00:00
2008,4,20080736,강철중: 공공의 적 1-1,2008-06-19,28465757767,7.1,4300670,659,한국,전체,2026/03,2026-05-28T11:10:48.453805+00:00
2008,5,20070382,우리 생애 최고의 순간,2008-01-10,26151780425,6.5,4044582,418,한국,전체,2026/03,2026-05-28T11:10:48.453805+00:00
2008,6,20081001,신기전,2008-09-04,24314570667,6.1,3726134,585,한국,전체,2026/03,2026-05-28T11:10:48.453805+00:00
2008,7,20081611,미인도,2008-11-13,15529174500,3.9,2324741,463,한국,전체,2026/03,2026-05-28T11:10:48.453805+00:00
